Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,momentum,daily_return,volatility
2025-03-17 00:00:00-04:00,173.2748789715729,176.47242731650775,173.14539385076014,175.55599975585938,9678100,0.0,0.0,,,
2025-03-18 00:00:00-04:00,174.3800048828125,174.5800018310547,170.42999267578125,173.1300048828125,9986000,0.684,0.0,,-0.013818923172210784,
2025-03-19 00:00:00-04:00,173.0,175.72999572753906,171.74000549316406,173.75999450683594,10678500,0.0,0.0,,0.003638824041216182,
2025-03-20 00:00:00-04:00,174.85000610351562,178.6699981689453,174.5500030517578,177.47000122070312,12209700,0.0,0.0,,0.02135132844816723,
2025-03-21 00:00:00-04:00,174.91000366210938,177.1999969482422,173.7899932861328,176.72999572753906,9993200,0.0,0.0,,-0.004169749749670548,
2025-03-24 00:00:00-04:00,179.99000549316406,182.92999267578125,179.67999267578125,181.16000366210938,11440000,0.0,0.0,0.03192146046870126,0.025066531102054368,0.016584098086333272
2025-03-25 00:00:00-04:00,182.47000122070312,182.50999450683594,179.8000030517578,180.89999389648438,8718800,0.0,0.0,0.0448795055422726,-0.0014352492844389442,0.013432307600345738
2025-03-26 00:00:00-04:00,179.22999572753906,179.5500030517578,171.47000122070312,173.5,14612400,0.0,0.0,-0.0014962851925373055,-0.04090654586046494,0.026348627574888536
2025-03-27 00:00:00-04:00,171.38999938964844,171.61000061035156,167.5500030517578,168.24000549316406,17559100,0.0,0.0,-0.05200876578605851,-0.030316971220956446,0.02600183337148156
2025-03-28 00:00:00-04:00,168.0399932861328,168.6300048828125,164.05999755859375,165.25,16332000,0.0,0.0,-0.06495782269602679,-0.017772262217891743,0.0259046567164086
2025-03-31 00:00:00-04:00,160.36000061035156,166.1300048828125,159.72999572753906,166.0,19408300,0.0,0.0,-0.08368295073776366,0.004538577912254205,0.019075334571712434
2025-04-01 00:00:00-04:00,166.38999938964844,168.8699951171875,165.05999755859375,168.63999938964844,9180000,0.0,0.0,-0.06777222178266862,0.015903610781014654,0.02367446995674617
2025-04-02 00:00:00-04:00,166.85000610351562,171.75,166.35000610351562,170.38999938964844,10072700,0.0,0.0,-0.017925075563985926,0.010377134762415308,0.019726445076377937
2025-04-03 00:00:00-04:00,160.05999755859375,161.8000030517578,157.2100067138672,157.3800048828125,28370500,0.0,0.0,-0.06455064346032036,-0.07635421417594257,0.03783341332525153
2025-04-04 00:00:00-04:00,150.88999938964844,151.30999755859375,144.83999633789062,146.8000030517578,36085100,0.0,0.0,-0.11164899817393159,-0.06722583239804014,0.04524237747847617
2025-04-07 00:00:00-04:00,134.50999450683594,153.75,134.25,146.1699981689453,46388300,0.0,0.0,-0.11945784235575108,-0.004291586305964712,0.04407787784748613
2025-04-08 00:00:00-04:00,151.97999572753906,152.61000061035156,138.97999572753906,141.3699951171875,30479700,0.0,0.0,-0.1617054338896946,-0.0328384970369221,0.037917945101628464
2025-04-09 00:00:00-04:00,140.1999969482422,160.6199951171875,137.89999389648438,158.75,45612500,0.0,0.0,-0.06831386484737312,0.1229398421383936,0.0804561786311532
2025-04-10 00:00:00-04:00,155.5,156.0,146.91000366210938,151.1300048828125,24503500,0.0,0.0,-0.03971279581960774,-0.04799996924212602,0.07559966643313527
2025-04-11 00:00:00-04:00,156.0,158.00999450683594,153.25,157.0800018310547,19632200,0.0,0.0,0.07002723818522272,0.03937005727523046,0.06869068730818068
2025-04-14 00:00:00-04:00,158.3000030517578,158.58999633789062,154.02999877929688,155.83999633789062,17509400,0.0,0.0,0.06615583423465998,-0.007894101596062741,0.06896767762238401
2025-04-15 00:00:00-04:00,156.49000549316406,158.25,156.0500030517578,157.3300018310547,14306600,0.0,0.0,0.11289529083337158,0.009561123769108892,0.06409330010778146
2025-04-16 00:00:00-04:00,150.60000610351562,153.5399932861328,148.49000549316406,151.6699981689453,23721700,0.0,0.0,-0.044598436731053126,-0.03597536131848045,0.035118436486820115
2025-04-17 00:00:00-04:00,156.0500030517578,157.49989318847656,151.4468994140625,153.21499633789062,20480296,0.0,0.0,0.013796012623005227,0.010186577356085635,0.027637041333932133
